instrument family,instrument,technique original,modulation technique,file_name,subset,label
Bassoons,Bassoon,vibrato,vibrato,Bn-vib-A4-mf.wav,test,0
Horns,Horn,trill-minor-second-up,trill,Hn-trill-min2-G#4-mf.wav,test,1
Flutes,Flute,trill-minor-second-up,trill,Fl-trill-min2-E6-mf.wav,training,1
Saxophones,Alto-Sax,flatterzunge,flatterzunge,ASax-flatt-D4-mf.wav,training,4
Strings,Contrabass,tremolo,tremolo,Cb-trem-A1-pp-3c.wav,test,2
Trumpets,Trumpet-C,flatterzunge,flatterzunge,TpC-flatt-G4-mf.wav,validation,4
Strings,Contrabass-sordina,tremolo,tremolo,Cb+S-trem-D4-mf-1c.wav,training,2
Trombones,Tenor-Trombone-harmon,flatterzunge,flatterzunge,TTbn+H-flatt-E3-mf.wav,validation,4
Strings,Violoncello,tremolo,tremolo,Vc-trem-F4-ff-1c.wav,validation,2
Strings,Viola-sordina-piombo,tremolo,tremolo,Va+SP-trem-A#4-mf-2c.wav,test,2
Trombones,Tenor-Trombone,vibrato,vibrato,TTbn-vib-B3-f.wav,training,0
Strings,Contrabass,tremolo,tremolo,Cb-trem-C#3-ff-1c.wav,test,2
Flutes,Flute,trill-minor-second-up,trill,Fl-trill-min2-A6-mf.wav,validation,1
Strings,Violin,tremolo,tremolo,Vn-trem-C#6-pp-2c.wav,test,2
Trumpets,Trumpet-C-harmon,flatterzunge,flatterzunge,TpC+H-flatt-E5-mf.wav,training,4
Trombones,Tenor-Trombone-straight,flatterzunge,flatterzunge,TTbn+S-flatt-D#4-mf.wav,test,4
Horns,Horn,flatterzunge-stopped,flatterzunge,Hn-flatt-stopped-F5-mf.wav,training,4
Strings,Viola,tremolo,tremolo,Va-trem-C6-ff-2c.wav,training,2
Oboes,Oboe,double-trill-minor-second-up,trill,Ob-dbl-trill-min2-D#5-mf.wav,training,1
Strings,Violoncello,tremolo,tremolo,Vc-trem-A#2-pp-3c.wav,training,2
Trumpets,Trumpet-C-straight,flatterzunge,flatterzunge,TpC+S-flatt-F#4-mf.wav,training,4
Tubas,Bass-Tuba,ordinario-to-flatterzunge,flatterzunge,BBTb-ord_flatt-G#2-mf.wav,validation,4
Strings,Violin-sordina,tremolo,tremolo,Vn+S-trem-G5-ff.wav,training,2
Strings,Viola,trill-minor-second-up,trill,Va-trill-min2-G5-mf-1c.wav,training,1
Trumpets,Trumpet-C-wah,flatterzunge-open,flatterzunge,TpC+W-flatt-open-C5-mf.wav,training,4
Strings,Viola,tremolo,tremolo,Va-trem-G#5-pp-2c.wav,training,2
Strings,Violoncello-sordina-piombo,tremolo,tremolo,Vc+SP-trem-C#4-mf-1c.wav,training,2
Strings,Viola,tremolo,tremolo,Va-trem-D#5-pp-1c.wav,test,2
Strings,Viola,artificial-harmonic-tremolo,tremolo,Va-art-harm-trem-B6-mf-2c.wav,training,2
Strings,Viola,sul-tasto-tremolo,tremolo,Va-tasto-trem-C5-mf-4c.wav,training,2
Strings,Contrabass,sul-tasto-tremolo,tremolo,Cb-tasto-trem-E4-mf-1c.wav,test,2
Strings,Violoncello,tremolo-to-ordinario,tremolo,Vc-trem_ord-D#3-mf.wav,training,2
Strings,Violoncello-sordina,tremolo,tremolo,Vc+S-trem-F#3-mf-2c.wav,validation,2
Flutes,Flute,ordinario-to-flatterzunge,flatterzunge,Fl-ord_flatt-C5-mf.wav,validation,4
Strings,Viola,artificial-harmonic-tremolo,tremolo,Va-art-harm-trem-D#7-mf-1c.wav,training,2
Trombones,Tenor-Trombone-straight,flatterzunge,flatterzunge,TTbn+S-flatt-A#3-mf.wav,training,4
Clarinets,Clarinet-Bb,flatterzunge,flatterzunge,BbCl-flatt-C6-ff.wav,validation,4
Strings,Viola,tremolo,tremolo,Va-trem-B3-pp-4c.wav,test,2
Strings,Violin,tremolo,tremolo,Vn-trem-F#4-pp-4c.wav,validation,2
Trumpets,Trumpet-C,flatterzunge-to-ordinario,flatterzunge,TpC-flatt_ord-G5-f.wav,training,4
Horns,Horn,flatterzunge-stopped,flatterzunge,Hn-flatt-stopped-G#2-mf.wav,test,4
Trombones,Tenor-Trombone-cup,flatterzunge,flatterzunge,TTbn+C-flatt-C#4-mf.wav,training,4
Horns,Horn,ordinario-to-flatterzunge,flatterzunge,Hn-ord_flatt-F3-f.wav,training,4
Strings,Viola,sul-tasto-tremolo,tremolo,Va-tasto-trem-D4-mf-3c.wav,validation,2
Oboes,Oboe,double-trill-minor-second-up,trill,Ob-dbl-trill-min2-C6-mf.wav,training,1
Trumpets,Trumpet-C,flatterzunge,flatterzunge,TpC-flatt-D#5-mf.wav,test,4
Strings,Contrabass,sul-tasto-tremolo,tremolo,Cb-tasto-trem-F4-mf-1c.wav,validation,2
Clarinets,Clarinet-Bb,flatterzunge,flatterzunge,BbCl-flatt-D#4-pp.wav,test,4
Strings,Violoncello,ordinario-to-tremolo,tremolo,Vc-ord_trem-C#3-mf-3c.wav,test,2
Clarinets,Clarinet-Bb,flatterzunge,flatterzunge,BbCl-flatt-C#4-ff.wav,training,4
Strings,Violin,tremolo,tremolo,Vn-trem-C#7-pp-1c.wav,training,2
Strings,Violoncello,sul-ponticello-tremolo,tremolo,Vc-pont-trem-F#4-mf-1c.wav,training,2
Strings,Violoncello,ordinario-to-tremolo,tremolo,Vc-ord_trem-A3-mf.wav,training,2
Flutes,Flute,ordinario-to-flatterzunge,flatterzunge,Fl-ord_flatt-D5-mf.wav,training,4
Strings,Violoncello,ordinario-to-tremolo,tremolo,Vc-ord_trem-A#2-mf.wav,training,2
Strings,Violoncello,tremolo,tremolo,Vc-trem-F3-pp-2c.wav,training,2
Strings,Violoncello,tremolo,tremolo,Vc-trem-G3-pp-2c.wav,training,2
Strings,Contrabass,tremolo,tremolo,Cb-trem-A1-ff-4c.wav,validation,2
PluckedStrings,Harp,bisbigliando,bisbigliando,Hp-bisb-A#3-p.wav,training,3
Strings,Violoncello,artificial-harmonic-tremolo,tremolo,Vc-art-harm-trem-G6-mf-1c.wav,test,2
Strings,Viola,trill-minor-second-up,trill,Va-trill-min2-A#3-mf-4c.wav,training,1
Strings,Violin,sul-ponticello-tremolo,tremolo,Vn-pont-trem-E6-mf-1c.wav,test,2
Horns,Horn,trill-minor-second-up,trill,Hn-trill-min2-D#2-mf.wav,training,1
Strings,Violoncello,tremolo,tremolo,Vc-trem-B3-pp-2c.wav,training,2
Strings,Violoncello,tremolo,tremolo,Vc-trem-G2-ff-3c.wav,training,2
Trombones,Tenor-Trombone,flatterzunge,flatterzunge,TTbn-flatt-G3-pp.wav,validation,4
Strings,Violoncello,tremolo,tremolo,Vc-trem-F#3-ff-3c.wav,test,2
Strings,Viola,trill-major-second-up,trill,Va-trill-maj2-C6-mf-1c.wav,training,1
Strings,Contrabass,sul-tasto-tremolo,tremolo,Cb-tasto-trem-C#2-mf-3c.wav,training,2
Strings,Violoncello,artificial-harmonic-tremolo,tremolo,Vc-art-harm-trem-E4-mf-4c.wav,validation,2
Strings,Viola,artificial-harmonic-tremolo,tremolo,Va-art-harm-trem-F#6-mf-3c.wav,training,2
Trombones,Tenor-Trombone-wah,flatterzunge-closed,flatterzunge,TTbn+W-flatt-closed-A#4-mf.wav,test,4
Strings,Viola,tremolo,tremolo,Va-trem-A6-ff-1c.wav,training,2
Trombones,Tenor-Trombone-straight,flatterzunge,flatterzunge,TTbn+S-flatt-G2-mf.wav,training,4
Strings,Violin,tremolo,tremolo,Vn-trem-G5-mf-1c.wav,training,2
Strings,Contrabass,tremolo,tremolo,Cb-trem-F#4-ff-1c.wav,training,2
Saxophones,Alto-Sax,flatterzunge,flatterzunge,ASax-flatt-A5-mf.wav,training,4
Strings,Violoncello,tremolo,tremolo,Vc-trem-F4-mf-2c.wav,training,2
Tubas,Bass-Tuba,trill-major-second-up,trill,BBTb-trill-maj2-A1-mf.wav,training,1
Strings,Violoncello,tremolo,tremolo,Vc-trem-C3-pp-4c.wav,training,2
Trombones,Tenor-Trombone-wah,flatterzunge-open,flatterzunge,TTbn+W-flatt-open-A3-mf.wav,training,4
Strings,Violin,tremolo,tremolo,Vn-trem-G4-mf-3c.wav,test,2
Horns,Horn,trill-minor-second-up,trill,Hn-trill-min2-C#5-mf.wav,training,1
Tubas,Bass-Tuba,flatterzunge,flatterzunge,BBTb-flatt-A1-mf.wav,training,4
Flutes,Flute,ordinario-to-flatterzunge,flatterzunge,Fl-ord_flatt-A#6-mf.wav,training,4
Strings,Violoncello-sordina-piombo,tremolo,tremolo,Vc+SP-trem-E5-mf-1c.wav,training,2
Strings,Violoncello,tremolo,tremolo,Vc-trem-C#4-mf-1c.wav,training,2
Saxophones,Alto-Sax,flatterzunge,flatterzunge,ASax-flatt-G#4-mf.wav,test,4
Bassoons,Bassoon,flatterzunge,flatterzunge,Bn-flatt-F3-mf.wav,test,4
Strings,Violoncello,ordinario-to-tremolo,tremolo,Vc-ord_trem-A#4-mf.wav,test,2
Strings,Violoncello,tremolo,tremolo,Vc-trem-F#4-ff-1c.wav,test,2
Strings,Violoncello,sul-ponticello-tremolo,tremolo,Vc-pont-trem-D3-mf-2c.wav,training,2
Flutes,Flute,flatterzunge,flatterzunge,Fl-flatt-F#6-ff.wav,validation,4
Horns,Horn,flatterzunge-to-ordinario,flatterzunge,Hn-flatt_ord-A#3-f.wav,training,4
Strings,Violoncello-sordina-piombo,tremolo,tremolo,Vc+SP-trem-A#2-mf-3c.wav,validation,2
Strings,Violin,trill-minor-second-up,trill,Vn-trill-min2-F#6-mf-1c.wav,training,1
Strings,Contrabass,tremolo,tremolo,Cb-trem-B2-pp-1c.wav,training,2
Oboes,Oboe,double-trill-minor-second-up,trill,Ob-dbl-trill-min2-F5-mf.wav,training,1
Strings,Viola,artificial-harmonic-tremolo,tremolo,Va-art-harm-trem-C#7-mf-1c.wav,training,2
Trombones,Tenor-Trombone-wah,flatterzunge-open,flatterzunge,TTbn+W-flatt-open-G#3-mf.wav,training,4
Trumpets,Trumpet-C,ordinario-to-flatterzunge,flatterzunge,TpC-ord_flatt-B3-f.wav,training,4
Strings,Viola,sul-tasto-tremolo,tremolo,Va-tasto-trem-D3-mf-4c.wav,training,2
Trombones,Tenor-Trombone,vibrato,vibrato,TTbn-vib-D#4-mf.wav,validation,0
Strings,Contrabass,tremolo,tremolo,Cb-trem-G2-pp-4c.wav,training,2
Oboes,Oboe,flatterzunge,flatterzunge,Ob-flatt-G#4-mf.wav,training,4
Strings,Violoncello,artificial-harmonic-tremolo,tremolo,Vc-art-harm-trem-C6-mf-1c.wav,training,2
Strings,Viola,sul-ponticello-tremolo,tremolo,Va-pont-trem-G#3-mf-4c.wav,training,2
Tubas,Bass-Tuba,trill-major-second-up,trill,BBTb-trill-maj2-F#3-mf.wav,training,1
Trombones,Tenor-Trombone-harmon,flatterzunge,flatterzunge,TTbn+H-flatt-D3-mf.wav,training,4
Trombones,Tenor-Trombone,ordinario-to-flatterzunge,flatterzunge,TTbn-ord_flatt-D4-f.wav,training,4
Trombones,Tenor-Trombone-wah,flatterzunge-closed,flatterzunge,TTbn+W-flatt-closed-B2-mf.wav,test,4
Bassoons,Bassoon,trill-minor-second-up,trill,Bn-trill-min2-B3-mf.wav,training,1
PluckedStrings,Harp,bisbigliando,bisbigliando,Hp-bisb-F#5-p.wav,test,3
Strings,Contrabass,tremolo,tremolo,Cb-trem-G2-pp-1c.wav,training,2
Oboes,Oboe,trill-major-second-up,trill,Ob-trill-maj2-F#6-mf.wav,training,1
Flutes,Flute,flatterzunge,flatterzunge,Fl-flatt-F#4-ff.wav,validation,4
Strings,Viola,sul-tasto-tremolo,tremolo,Va-tasto-trem-F4-mf-2c.wav,validation,2
Flutes,Flute,flatterzunge,flatterzunge,Fl-flatt-B5-mf.wav,training,4
Trumpets,Trumpet-C,flatterzunge,flatterzunge,TpC-flatt-F5-ff.wav,training,4
Strings,Violoncello,trill-minor-second-up,trill,Vc-trill-min2-D3-mf-2c.wav,training,1
Trombones,Tenor-Trombone-wah,flatterzunge-open,flatterzunge,TTbn+W-flatt-open-F#3-mf.wav,training,4
Strings,Violoncello,tremolo,tremolo,Vc-trem-F#3-ff-2c.wav,training,2
Strings,Contrabass,tremolo,tremolo,Cb-trem-F#1-pp-4c.wav,training,2
Strings,Violoncello,tremolo,tremolo,Vc-trem-C4-ff-1c.wav,training,2
Strings,Violin-sordina,tremolo,tremolo,Vn+S-trem-D4-pp-3c.wav,training,2
Flutes,Flute,flatterzunge,flatterzunge,Fl-flatt-G4-pp.wav,test,4
Bassoons,Bassoon,trill-minor-second-up,trill,Bn-trill-min2-D#5-mf.wav,training,1
Flutes,Flute,trill-major-second-up,trill,Fl-trill-maj2-E5-mf.wav,training,1
Strings,Contrabass,sul-tasto-tremolo,tremolo,Cb-tasto-trem-A#1-mf-3c.wav,training,2
Trumpets,Trumpet-C-wah,flatterzunge-open,flatterzunge,TpC+W-flatt-open-G4-mf.wav,training,4
Strings,Violoncello,tremolo,tremolo,Vc-trem-A3-ff-1c.wav,training,2
Tubas,Bass-Tuba,bisbigliando,bisbigliando,BBTb-bisb-F3-mf.wav,validation,3
PluckedStrings,Harp,bisbigliando,bisbigliando,Hp-bisb-F5-mf.wav,test,3
Clarinets,Clarinet-Bb,flatterzunge,flatterzunge,BbCl-flatt-C6-mf.wav,training,4
Horns,Horn,flatterzunge,flatterzunge,Hn-flatt-B3-ff.wav,training,4
Strings,Viola,tremolo,tremolo,Va-trem-C5-ff-2c.wav,training,2
Strings,Viola,sul-ponticello-tremolo,tremolo,Va-pont-trem-A4-mf-1c.wav,training,2
Strings,Viola,tremolo,tremolo,Va-trem-A5-pp-2c.wav,validation,2
Strings,Contrabass,sul-tasto-tremolo,tremolo,Cb-tasto-trem-G3-mf-1c.wav,training,2
Strings,Viola,tremolo-to-ordinario,tremolo,Va-trem_ord-A5-mf.wav,validation,2
Flutes,Flute,trill-minor-second-up,trill,Fl-trill-min2-D#4-mf.wav,test,1
Strings,Viola,sul-ponticello-tremolo,tremolo,Va-pont-trem-D5-mf-1c.wav,training,2
PluckedStrings,Harp,bisbigliando,bisbigliando,Hp-bisb-A1-mf.wav,test,3
Strings,Contrabass,trill-minor-second-up,trill,Cb-trill-min2-D#2-mf-3c.wav,training,1
Trombones,Tenor-Trombone-cup,flatterzunge,flatterzunge,TTbn+C-flatt-G#2-mf.wav,training,4
Trombones,Tenor-Trombone,flatterzunge,flatterzunge,TTbn-flatt-G#2-pp.wav,training,4
Strings,Viola,tremolo,tremolo,Va-trem-C6-mf-2c.wav,training,2
Strings,Viola,artificial-harmonic-tremolo,tremolo,Va-art-harm-trem-C7-mf-1c.wav,validation,2
Horns,Horn,flatterzunge,flatterzunge,Hn-flatt-C3-ff.wav,training,4
PluckedStrings,Harp,bisbigliando-with-stick,bisbigliando,Hp-bisb+stick-A#6-mf.wav,training,3
Strings,Contrabass,sul-ponticello-tremolo,tremolo,Cb-pont-trem-F#2-mf-4c.wav,training,2
Strings,Violin-sordina,tremolo,tremolo,Vn+S-trem-C#4-pp-4c.wav,training,2
Strings,Violin,sul-ponticello-tremolo,tremolo,Vn-pont-trem-G4-mf-4c.wav,training,2
Strings,Violoncello,sul-ponticello-tremolo,tremolo,Vc-pont-trem-E3-mf-3c.wav,training,2
Strings,Viola,sul-tasto-tremolo,tremolo,Va-tasto-trem-D#5-mf-2c.wav,training,2
Strings,Contrabass,trill-minor-second-up,trill,Cb-trill-min2-D4-mf-1c.wav,test,1
Saxophones,Alto-Sax,flatterzunge-to-ordinario,flatterzunge,ASax-flatt_ord-C#5-mf.wav,test,4
Strings,Viola,tremolo,tremolo,Va-trem-F4-pp-2c.wav,training,2
Trombones,Tenor-Trombone-wah,flatterzunge-closed,flatterzunge,TTbn+W-flatt-closed-D4-mf.wav,training,4
Strings,Violoncello,trill-minor-second-up,trill,Vc-trill-min2-G#3-mf-2c.wav,training,1
Clarinets,Clarinet-Bb,trill-major-second-up,trill,BbCl-trill-maj2-D#4-mf.wav,training,1
Clarinets,Clarinet-Bb,trill-major-second-up,trill,BbCl-trill-maj2-D4-mf.wav,training,1
Trumpets,Trumpet-C-harmon,flatterzunge,flatterzunge,TpC+H-flatt-A#5-mf.wav,training,4
Strings,Viola,ordinario-to-tremolo,tremolo,Va-ord_trem-E3-mf.wav,validation,2
Trombones,Tenor-Trombone,vibrato,vibrato,TTbn-vib-F4-p.wav,training,0
Trombones,Tenor-Trombone,vibrato,vibrato,TTbn-vib-D3-p.wav,training,0
Strings,Violoncello-sordina-piombo,tremolo,tremolo,Vc+SP-trem-G2-mf-4c.wav,test,2
Strings,Violoncello-sordina-piombo,tremolo,tremolo,Vc+SP-trem-C5-mf-1c.wav,training,2
Trumpets,Trumpet-C,ordinario-to-flatterzunge,flatterzunge,TpC-ord_flatt-D#5-f.wav,training,4
Bassoons,Bassoon,trill-major-second-up,trill,Bn-trill-maj2-A#3-mf.wav,test,1
Strings,Violoncello,artificial-harmonic-tremolo,tremolo,Vc-art-harm-trem-D#5-mf-2c.wav,validation,2
Oboes,Oboe,double-trill-major-second-up,trill,Ob-dbl-trill-maj2-D#5-mf.wav,training,1
Strings,Violoncello,sul-ponticello-tremolo,tremolo,Vc-pont-trem-D#3-mf-3c.wav,training,2
PluckedStrings,Harp,bisbigliando,bisbigliando,Hp-bisb-F#1-p.wav,training,3
Strings,Violin,tremolo,tremolo,Vn-trem-A#4-pp-2c.wav,test,2
Strings,Viola,trill-minor-second-up,trill,Va-trill-min2-G#4-mf-2c.wav,training,1
Strings,Violin,tremolo-to-ordinario,tremolo,Vn-trem_ord-B4-mf.wav,training,2
Strings,Viola,tremolo,tremolo,Va-trem-F6-mf-1c.wav,training,2
Tubas,Bass-Tuba,ordinario-to-flatterzunge,flatterzunge,BBTb-ord_flatt-D#4-mf.wav,test,4
Strings,Viola,tremolo,tremolo,Va-trem-A#3-pp-3c.wav,test,2
Saxophones,Alto-Sax,flatterzunge-to-ordinario,flatterzunge,ASax-flatt_ord-A4-mf.wav,validation,4
Strings,Viola,tremolo,tremolo,Va-trem-F#5-ff-2c.wav,training,2
Clarinets,Clarinet-Bb,flatterzunge,flatterzunge,BbCl-flatt-F6-pp.wav,test,4
Clarinets,Clarinet-Bb,flatterzunge,flatterzunge,BbCl-flatt-A5-mf.wav,validation,4
PluckedStrings,Harp,bisbigliando,bisbigliando,Hp-bisb-C#3-mf.wav,training,3
Strings,Violoncello,trill-minor-second-up,trill,Vc-trill-min2-G#2-mf-3c.wav,validation,1
Trombones,Tenor-Trombone-wah,flatterzunge-open,flatterzunge,TTbn+W-flatt-open-F3-mf.wav,training,4
PluckedStrings,Harp,bisbigliando-with-stick,bisbigliando,Hp-bisb+stick-G#6-mf.wav,training,3
Bassoons,Bassoon,flatterzunge,flatterzunge,Bn-flatt-D5-mf.wav,training,4
Strings,Viola,sul-tasto-tremolo,tremolo,Va-tasto-trem-A4-mf-2c.wav,test,2
Oboes,Oboe,trill-major-second-up,trill,Ob-trill-maj2-D4-mf.wav,training,1
Horns,Horn-sordina,flatterzunge,flatterzunge,Hn+S-flatt-B2-mf.wav,validation,4
Strings,Viola,tremolo,tremolo,Va-trem-G#4-mf-3c.wav,validation,2
Strings,Violoncello,ordinario-to-tremolo,tremolo,Vc-ord_trem-E2-mf.wav,training,2
Saxophones,Alto-Sax,trill-major-second-up,trill,ASax-trill-maj2-F3-mf.wav,validation,1
Strings,Contrabass,tremolo,tremolo,Cb-trem-D3-pp-1c.wav,training,2
Strings,Contrabass,tremolo,tremolo,Cb-trem-B1-pp-4c.wav,training,2
PluckedStrings,Harp,bisbigliando,bisbigliando,Hp-bisb-E1-mf.wav,test,3
PluckedStrings,Harp,bisbigliando,bisbigliando,Hp-bisb-G#4-p.wav,training,3
Saxophones,Alto-Sax,ordinario-to-flatterzunge,flatterzunge,ASax-ord_flatt-C5-mf.wav,test,4
Strings,Violin-sordina,tremolo,tremolo,Vn+S-trem-F#6-ff-1c 1.wav,validation,2
Strings,Contrabass-sordina,tremolo,tremolo,Cb+S-trem-B2-mf-1c.wav,validation,2
Saxophones,Alto-Sax,trill-minor-second-up,trill,ASax-trill-min2-A5-f.wav,training,1
Horns,Horn,ordinario-to-flatterzunge,flatterzunge,Hn-ord_flatt-F#3-f.wav,training,4
Trumpets,Trumpet-C,flatterzunge,flatterzunge,TpC-flatt-C#4-mf.wav,training,4
Strings,Violoncello,tremolo,tremolo,Vc-trem-C#3-mf-4c.wav,training,2
Flutes,Flute,trill-major-second-up,trill,Fl-trill-maj2-F4-mf.wav,training,1
Strings,Violin-sordina,tremolo,tremolo,Vn+S-trem-G#4-ff.wav,training,2
Strings,Contrabass,trill-minor-second-up,trill,Cb-trill-min2-F#2-mf-3c.wav,validation,1
Strings,Viola,sul-ponticello-tremolo,tremolo,Va-pont-trem-G#5-mf-2c.wav,training,2
Trumpets,Trumpet-C-cup,flatterzunge,flatterzunge,TpC+C-flatt-G#5-mf.wav,training,4
PluckedStrings,Harp,bisbigliando,bisbigliando,Hp-bisb-A#2-p.wav,training,3
Strings,Violin,trill-major-second-up,trill,Vn-trill-maj2-D#4-mf-3c.wav,validation,1
Bassoons,Bassoon,flatterzunge,flatterzunge,Bn-flatt-B4-mf.wav,validation,4
Strings,Violin,tremolo,tremolo,Vn-trem-B4-ff-4c.wav,training,2
Trombones,Tenor-Trombone,flatterzunge,flatterzunge,TTbn-flatt-F#4-mf.wav,training,4
Strings,Viola,trill-minor-second-up,trill,Va-trill-min2-C4-mf-3c.wav,training,1
Trombones,Tenor-Trombone,flatterzunge-no-mouthpiece,flatterzunge,TTbn-flatt-no-mthpc-D5-p.wav,training,4
Trumpets,Trumpet-C,flatterzunge-to-ordinario,flatterzunge,TpC-flatt_ord-G#4-f.wav,validation,4
Strings,Violin-sordina,tremolo,tremolo,Vn+S-trem-E5-pp-1c 1.wav,training,2
Trumpets,Trumpet-C,ordinario-to-flatterzunge,flatterzunge,TpC-ord_flatt-A#4-f.wav,validation,4
Tubas,Bass-Tuba,flatterzunge,flatterzunge,BBTb-flatt-D4-mf.wav,training,4
Strings,Violoncello-sordina-piombo,tremolo,tremolo,Vc+SP-trem-F#3-mf-2c.wav,training,2
PluckedStrings,Harp,bisbigliando,bisbigliando,Hp-bisb-G2-mf.wav,training,3
Horns,Horn-sordina,flatterzunge,flatterzunge,Hn+S-flatt-C#4-mf.wav,training,4
Tubas,Bass-Tuba,ordinario-to-flatterzunge,flatterzunge,BBTb-ord_flatt-F#2-mf.wav,training,4
Horns,Horn-sordina,flatterzunge,flatterzunge,Hn+S-flatt-D#3-mf.wav,training,4
Strings,Violoncello,tremolo,tremolo,Vc-trem-G3-ff-3c.wav,training,2
Bassoons,Bassoon,flatterzunge,flatterzunge,Bn-flatt-B2-mf.wav,validation,4
Flutes,Flute,flatterzunge-to-ordinario,flatterzunge,Fl-flatt_ord-G4-mf.wav,validation,4
Strings,Violin-sordina,tremolo,tremolo,Vn+S-trem-D#6-ff-1c.wav,test,2
Strings,Contrabass,tremolo,tremolo,Cb-trem-D#3-pp-2c.wav,training,2
Strings,Contrabass,tremolo,tremolo,Cb-trem-A2-ff-3c.wav,training,2
Strings,Violoncello,tremolo,tremolo,Vc-trem-G5-mf-1c.wav,training,2
Trombones,Tenor-Trombone,flatterzunge,flatterzunge,TTbn-flatt-C4-mf.wav,training,4
Oboes,Oboe,trill-major-second-up,trill,Ob-trill-maj2-B5-mf.wav,training,1
Clarinets,Clarinet-Bb,trill-major-second-up,trill,BbCl-trill-maj2-G3-mf.wav,test,1
Strings,Violoncello,artificial-harmonic-tremolo,tremolo,Vc-art-harm-trem-F4-mf-4c.wav,training,2
Strings,Violin,trill-major-second-up,trill,Vn-trill-maj2-F#5-mf-1c.wav,training,1
Trombones,Tenor-Trombone,flatterzunge-to-ordinario,flatterzunge,TTbn-flatt_ord-D#4-f.wav,validation,4
Tubas,Bass-Tuba,flatterzunge,flatterzunge,BBTb-flatt-A#3-mf.wav,training,4
Strings,Violin,tremolo,tremolo,Vn-trem-G3-ff-4c.wav,training,2
Tubas,Bass-Tuba,ordinario-to-flatterzunge,flatterzunge,BBTb-ord_flatt-G2-mf.wav,test,4
Horns,Horn,flatterzunge,flatterzunge,Hn-flatt-D3-pp.wav,training,4
Bassoons,Bassoon,trill-minor-second-up,trill,Bn-trill-min2-A3-mf.wav,training,1
Strings,Violin,artificial-harmonic-tremolo,tremolo,Vn-art-harm-trem-G#6-mf-4c.wav,test,2
Bassoons,Bassoon,vibrato,vibrato,Bn-vib-A3-mf.wav,test,0
Strings,Viola,ordinario-to-tremolo,tremolo,Va-ord_trem-F#5-mf.wav,training,2
Tubas,Bass-Tuba,flatterzunge-and-voice-unison,flatterzunge,BBTb-flatt+voice-uni-D#3-mf.wav,training,4
Strings,Violin,tremolo,tremolo,Vn-trem-A5-ff-2c.wav,validation,2
Bassoons,Bassoon,trill-major-second-up,trill,Bn-trill-maj2-A3-mf.wav,training,1
Strings,Contrabass,artificial-harmonic-tremolo,tremolo,Cb-art-harm-trem-B3-mf-4c.wav,validation,2
Trombones,Tenor-Trombone,flatterzunge,flatterzunge,TTbn-flatt-A#4-ff.wav,validation,4
PluckedStrings,Harp,bisbigliando,bisbigliando,Hp-bisb-G4-p.wav,validation,3
Strings,Contrabass,tremolo,tremolo,Cb-trem-D2-pp-3c.wav,test,2
Strings,Viola,tremolo,tremolo,Va-trem-F#6-mf-1c.wav,training,2
Strings,Contrabass,tremolo,tremolo,Cb-trem-E2-ff-2c.wav,validation,2
Strings,Contrabass,trill-minor-second-up,trill,Cb-trill-min2-A#3-mf-1c.wav,test,1
Clarinets,Clarinet-Bb,flatterzunge,flatterzunge,BbCl-flatt-E3-pp.wav,training,4
Trumpets,Trumpet-C,flatterzunge,flatterzunge,TpC-flatt-C#5-mf.wav,training,4
Horns,Horn,flatterzunge,flatterzunge,Hn-flatt-F4-mf.wav,training,4
Strings,Contrabass,tremolo,tremolo,Cb-trem-E4-mf-1c.wav,training,2
PluckedStrings,Harp,bisbigliando,bisbigliando,Hp-bisb-A#6-p.wav,validation,3
Oboes,Oboe,flatterzunge,flatterzunge,Ob-flatt-D#4-mf.wav,training,4
Trombones,Tenor-Trombone,flatterzunge-to-ordinario,flatterzunge,TTbn-flatt_ord-C4-f.wav,training,4
Strings,Violoncello,tremolo,tremolo,Vc-trem-C4-pp-1c.wav,test,2
Strings,Violoncello-sordina,tremolo,tremolo,Vc+S-trem-A#4-mf-1c.wav,validation,2
Trumpets,Trumpet-C,trill-minor-second-up,trill,TpC-trill-min2-G5-mf.wav,test,1
Flutes,Flute,trill-major-second-up,trill,Fl-trill-maj2-C#4-mf.wav,test,1
Strings,Violoncello-sordina,tremolo,tremolo,Vc+S-trem-G2-mf-4c.wav,training,2
Strings,Contrabass,trill-major-second-up,trill,Cb-trill-maj2-C4-mf-1c.wav,training,1
Trumpets,Trumpet-C-wah,flatterzunge-open,flatterzunge,TpC+W-flatt-open-B5-mf.wav,training,4
Strings,Violin-sordina,tremolo,tremolo,Vn+S-trem-D#6-ff-1c 1.wav,training,2
Strings,Violoncello,artificial-harmonic-tremolo,tremolo,Vc-art-harm-trem-C#5-mf-3c.wav,training,2
Oboes,Oboe,flatterzunge,flatterzunge,Ob-flatt-D5-mf.wav,training,4
Strings,Viola,sul-ponticello-tremolo,tremolo,Va-pont-trem-A#3-mf-3c.wav,training,2
Trombones,Tenor-Trombone,vibrato,vibrato,TTbn-vib-A#3-f.wav,training,0
Strings,Violoncello,sul-ponticello-tremolo,tremolo,Vc-pont-trem-D3-mf-3c.wav,training,2
Strings,Violin,sul-ponticello-tremolo,tremolo,Vn-pont-trem-C5-mf-3c.wav,training,2
Strings,Viola,sul-ponticello-tremolo,tremolo,Va-pont-trem-C3-mf-4c.wav,training,2
